,Result
2730,0
4069,0
28969,1
9788,0
29023,1
16857,1
922,0
13983,0
27338,1
5121,0
21558,1
11956,0
11134,0
19151,1
16033,1
23075,1
2914,0
6170,0
13488,0
22676,1
27700,1
885,0
76,0
16840,1
26385,1
1829,0
24254,1
17230,1
2323,0
10498,0
1983,0
5905,0
28413,1
18873,1
12485,0
19839,1
25431,1
1234,0
12569,0
20410,1
4336,0
27448,1
342,0
6762,0
15967,1
5518,0
12366,0
20833,1
12992,0
26816,1
1230,0
1530,0
12481,0
3784,0
15011,1
12907,0
14799,1
20209,1
5832,0
23923,1
12572,0
6447,0
7902,0
9956,0
15344,1
15300,1
24789,1
18585,1
3420,0
26684,1
15289,1
19299,1
19969,1
2452,0
28523,1
26768,1
8336,0
14444,0
22386,1
9665,0
25038,1
3625,0
26660,1
20555,1
5349,0
22435,1
19867,1
464,0
10599,0
10162,0
19300,1
9857,0
26029,1
11539,0
19597,1
16145,1
9196,0
25871,1
25083,1
8495,0
4626,0
17536,1
16297,1
19332,1
14884,1
7292,0
7121,0
8049,0
15286,1
16711,1
21130,1
19133,1
11604,0
24439,1
16552,1
6159,0
17418,1
2460,0
24385,1
2000,0
8069,0
1667,0
25877,1
1147,0
9681,0
11394,0
15962,1
6873,0
2153,0
414,0
26874,1
12321,0
26420,1
3302,0
23797,1
20925,1
23972,1
23605,1
29057,1
21713,1
20601,1
21820,1
4087,0
5353,0
24296,1
16955,1
17715,1
21606,1
26741,1
386,0
9827,0
2162,0
28355,1
13718,0
29031,1
3452,0
18115,1
17341,1
13992,0
5934,0
28247,1
10135,0
4576,0
7002,0
12413,0
27381,1
26360,1
26110,1
12587,0
10395,0
20417,1
29010,1
22194,1
3321,0
12037,0
21443,1
9387,0
12423,0
9249,0
6794,0
9443,0
8632,0
21954,1
13790,0
13265,0
15947,1
8513,0
21645,1
23077,1
13411,0
13853,0
2540,0
3970,0
28757,1
21691,1
26964,1
4062,0
17177,1
19228,1
2891,0
7398,0
28917,1
19545,1
16423,1
6607,0
26100,1
23521,1
12168,0
18680,1
27505,1
24834,1
11190,0
7245,0
16606,1
2034,0
28042,1
2579,0
20062,1
21884,1
18487,1
22754,1
4968,0
3325,0
22894,1
12270,0
11370,0
28804,1
17368,1
21308,1
8619,0
3071,0
9180,0
12161,0
24608,1
1494,0
23982,1
27281,1
2930,0
17314,1
9172,0
28609,1
18286,1
21565,1
15621,1
9397,0
28330,1
9320,0
16140,1
5770,0
882,0
9229,0
28545,1
925,0
27218,1
11036,0
751,0
11115,0
28588,1
28519,1
20665,1
22747,1
11779,0
6845,0
12257,0
13042,0
7115,0
11366,0
7375,0
5852,0
6918,0
1812,0
8437,0
19725,1
27472,1
13897,0
8514,0
9421,0
26065,1
2334,0
11577,0
15543,1
13908,0
25476,1
28556,1
24979,1
21479,1
15899,1
17925,1
3135,0
10775,0
6059,0
12268,0
4394,0
5523,0
22384,1
2133,0
1552,0
5758,0
24260,1
14392,0
25849,1
5553,0
7639,0
9967,0
565,0
7999,0
5473,0
1350,0
17655,1
21689,1
26760,1
17186,1
7349,0
5798,0
2604,0
25613,1
3825,0
5364,0
8681,0
24766,1
10685,0
10577,0
13461,0
14550,0
5608,0
4580,0
29260,1
10713,0
16444,1
7052,0
5447,0
9700,0
5298,0
12157,0
12110,0
17915,1
18996,1
17207,1
27956,1
25619,1
10105,0
27375,1
6077,0
457,0
14991,1
982,0
17061,1
22246,1
9085,0
28562,1
21184,1
9907,0
7117,0
2735,0
18383,1
7655,0
22060,1
13986,0
15980,1
27577,1
24654,1
25355,1
8559,0
21575,1
1177,0
27165,1
20890,1
1335,0
22035,1
8693,0
13840,0
21851,1
18869,1
24857,1
16522,1
11777,0
14013,0
22027,1
4224,0
4753,0
26306,1
27654,1
18511,1
23108,1
16678,1
25874,1
12595,0
18416,1
7028,0
27104,1
29074,1
27519,1
23328,1
22277,1
27840,1
23795,1
24216,1
27413,1
18002,1
12678,0
9280,0
8031,0
25200,1
14785,1
11023,0
11925,0
25924,1
18074,1
16397,1
13011,0
25091,1
21213,1
17797,1
16153,1
13039,0
21616,1
3905,0
22417,1
6988,0
21958,1
24964,1
21639,1
9511,0
24003,1
7072,0
10126,0
24129,1
23301,1
6839,0
16024,1
2943,0
28542,1
15150,1
11506,0
18488,1
12961,0
6693,0
13236,0
8237,0
13815,0
25451,1
24841,1
21601,1
29150,1
13644,0
14263,0
20414,1
19711,1
10338,0
23259,1
1809,0
4040,0
12309,0
28422,1
26933,1
17208,1
14982,1
2829,0
28598,1
11411,0
15628,1
11940,0
25118,1
8120,0
12908,0
17063,1
7408,0
17429,1
23519,1
16040,1
20153,1
21093,1
2351,0
22976,1
21653,1
10411,0
19290,1
2756,0
16349,1
13283,0
15462,1
24321,1
11567,0
9053,0
27300,1
25923,1
22518,1
27952,1
18523,1
24683,1
3239,0
2434,0
20593,1
21455,1
21906,1
5186,0
28359,1
16633,1
22237,1
18888,1
19812,1
3653,0
12874,0
15063,1
27111,1
11967,0
23293,1
4302,0
25824,1
29268,1
27182,1
26914,1
19147,1
16471,1
1078,0
9285,0
22892,1
13961,0
5721,0
28514,1
10214,0
6731,0
11603,0
20333,1
22475,1
8850,0
10930,0
23799,1
17590,1
2269,0
28549,1
8516,0
3812,0
657,0
9385,0
4757,0
1633,0
20667,1
2602,0
13796,0
5796,0
11291,0
1351,0
25768,1
18234,1
11726,0
16920,1
28743,1
4499,0
2103,0
28894,1
3538,0
26956,1
13136,0
6132,0
25095,1
28925,1
3844,0
7107,0
2242,0
15002,1
27463,1
6810,0
6350,0
2749,0
20432,1
18698,1
27560,1
24067,1
1915,0
14115,0
22121,1
13935,0
7330,0
28624,1
19025,1
15508,1
20242,1
14294,0
24223,1
26056,1
2682,0
4895,0
29313,1
2871,0
13666,0
22886,1
14513,0
12686,0
24733,1
23023,1
14216,0
2958,0
4877,0
21216,1
6806,0
20237,1
10669,0
23322,1
26405,1
22806,1
18159,1
15831,1
9482,0
14555,0
11223,0
16165,1
13016,0
15823,1
25505,1
8301,0
14468,0
15602,1
13386,0
3824,0
22819,1
17989,1
13255,0
15448,1
21045,1
21350,1
6812,0
2900,0
20882,1
561,0
25337,1
7825,0
11420,0
2158,0
26829,1
17668,1
16422,1
8112,0
27963,1
20955,1
5439,0
19250,1
19115,1
16251,1
181,0
5529,0
7536,0
27512,1
24366,1
3028,0
27356,1
24743,1
5363,0
28861,1
9115,0
17184,1
14524,0
15873,1
16741,1
26670,1
14272,0
26129,1
8089,0
19985,1
12446,0
15190,1
27859,1
17664,1
8755,0
8228,0
8079,0
13189,0
4864,0
24978,1
6562,0
27559,1
28343,1
27299,1
4744,0
22664,1
24676,1
22243,1
9447,0
24973,1
627,0
28275,1
12546,0
5583,0
20000,1
3534,0
10022,0
5764,0
13066,0
19741,1
16383,1
14709,1
18704,1
18376,1
4460,0
14520,0
12559,0
4155,0
26457,1
9852,0
15403,1
19245,1
28866,1
7840,0
3568,0
5010,0
25839,1
12339,0
9603,0
13794,0
27204,1
9390,0
16256,1
19622,1
28814,1
7336,0
9245,0
24444,1
9957,0
25357,1
9346,0
14734,1
19962,1
2922,0
18275,1
19827,1
22729,1
20561,1
3263,0
7460,0
27250,1
3281,0
25853,1
26611,1
18958,1
16428,1
28719,1
21637,1
12387,0
13231,0
26113,1
14636,1
17058,1
1349,0
24213,1
6657,0
22762,1
18013,1
24956,1
28848,1
7151,0
24339,1
16738,1
7236,0
6740,0
11868,0
14742,1
13328,0
11266,0
987,0
5860,0
7304,0
4133,0
18341,1
17384,1
23468,1
21129,1
14680,1
20030,1
8900,0
7783,0
8321,0
8844,0
532,0
18804,1
27373,1
18788,1
6600,0
20260,1
3056,0
23745,1
19881,1
1037,0
2953,0
4345,0
27080,1
5750,0
23511,1
17498,1
27877,1
18165,1
21803,1
13224,0
14495,0
18685,1
7056,0
4149,0
4799,0
25691,1
7481,0
5757,0
20460,1
17637,1
5716,0
27868,1
9059,0
20569,1
12978,0
3475,0
10117,0
28457,1
19257,1
21812,1
17135,1
9698,0
16934,1
18201,1
4963,0
6526,0
10549,0
24209,1
4412,0
24313,1
20602,1
3590,0
27542,1
8581,0
16729,1
18297,1
17716,1
19805,1
27905,1
11527,0
6513,0
26317,1
19414,1
22770,1
26645,1
17235,1
12119,0
28847,1
8642,0
17078,1
4827,0
4687,0
21167,1
9269,0
15626,1
1214,0
19074,1
24468,1
22104,1
15349,1
4960,0
15144,1
5081,0
10863,0
13676,0
4127,0
8252,0
2256,0
13785,0
5994,0
7978,0
5933,0
28600,1
26478,1
4544,0
351,0
16214,1
29277,1
21536,1
29061,1
13422,0
2252,0
708,0
14656,1
16967,1
10261,0
6338,0
11183,0
28429,1
25224,1
19835,1
1937,0
10831,0
5322,0
15169,1
19874,1
635,0
22331,1
3756,0
3618,0
21417,1
8117,0
7015,0
15900,1
23021,1
27815,1
24808,1
8360,0
20814,1
15833,1
5189,0
2224,0
15453,1
2060,0
11996,0
21227,1
4922,0
3398,0
12465,0
22815,1
11701,0
29008,1
6285,0
1836,0
17693,1
1079,0
21763,1
26780,1
476,0
28162,1
23939,1
26762,1
18789,1
15692,1
22132,1
27324,1
8026,0
28471,1
27555,1
28207,1
12737,0
23329,1
1822,0
18655,1
23334,1
25263,1
17357,1
5815,0
2234,0
23141,1
27778,1
11786,0
14768,1
23785,1
1505,0
22560,1
16143,1
12460,0
5397,0
29237,1
13837,0
24274,1
28623,1
23925,1
519,0
10948,0
7760,0
20772,1
9962,0
24967,1
2001,0
4543,0
23449,1
9867,0
2421,0
27017,1
15090,1
23841,1
18026,1
4571,0
10158,0
26823,1
13917,0
4748,0
27767,1
4330,0
26774,1
800,0
22638,1
9150,0
18875,1
28829,1
2303,0
17636,1
5044,0
17754,1
24863,1
12461,0
3100,0
27670,1
22299,1
1457,0
20168,1
19613,1
20759,1
28722,1
2037,0
10933,0
21610,1
7987,0
25713,1
23706,1
26122,1
15534,1
17166,1
19797,1
5515,0
4657,0
15013,1
18934,1
8748,0
7161,0
19728,1
26679,1
27130,1
17424,1
12791,0
10176,0
920,0
15419,1
15558,1
18514,1
20136,1
20635,1
12063,0
5274,0
13508,0
26852,1
29298,1
4034,0
26150,1
11232,0
25873,1
4425,0
17272,1
12668,0
17268,1
24146,1
4303,0
3487,0
29154,1
12361,0
18658,1
396,0
28165,1
17887,1
16779,1
2550,0
9756,0
11555,0
20187,1
11072,0
11599,0
21821,1
26995,1
29238,1
1285,0
6622,0
12002,0
2279,0
13751,0
28340,1
26525,1
8555,0
24920,1
24735,1
1958,0
5964,0
10956,0
26044,1
6783,0
19621,1
28767,1
28835,1
24919,1
4318,0
28400,1
8432,0
21898,1
18068,1
8515,0
20693,1
12644,0
11850,0
29141,1
25273,1
22553,1
22686,1
14484,0
3082,0
18355,1
27863,1
20852,1
2370,0
1961,0
1766,0
16937,1
11198,0
26992,1
27286,1
2944,0
19672,1
22695,1
22239,1
28771,1
11648,0
1856,0
1520,0
26404,1
11643,0
2155,0
22184,1
23481,1
330,0
7055,0
1197,0
23594,1
18920,1
19333,1
28421,1
14664,1
17431,1
22979,1
17417,1
27172,1
7435,0
2177,0
14675,1
9332,0
10005,0
14548,0
6597,0
6631,0
19806,1
15725,1
19550,1
27215,1
9041,0
4530,0
22581,1
7066,0
5118,0
21273,1
14531,0
15752,1
19727,1
6164,0
13206,0
22593,1
25831,1
3032,0
8679,0
10333,0
509,0
13898,0
661,0
3717,0
24449,1
26030,1
28280,1
8414,0
1145,0
19851,1
24494,1
14269,0
9747,0
27889,1
5510,0
3719,0
2476,0
13661,0
9064,0
20505,1
24246,1
21844,1
25652,1
13479,0
746,0
7412,0
8914,0
21953,1
24178,1
9637,0
9751,0
8508,0
9562,0
23803,1
6889,0
3656,0
17423,1
29050,1
16983,1
20768,1
7686,0
25080,1
11709,0
6476,0
8060,0
22791,1
7285,0
7630,0
24404,1
18779,1
18500,1
14000,0
20318,1
20570,1
19777,1
7532,0
27137,1
2574,0
19081,1
5737,0
29101,1
20152,1
7553,0
10270,0
1975,0
399,0
23072,1
28281,1
22294,1
14436,0
6714,0
4195,0
1669,0
26200,1
8073,0
19361,1
28137,1
20865,1
22840,1
17524,1
13527,0
7534,0
27205,1
26832,1
26984,1
12758,0
19758,1
21521,1
7307,0
6722,0
16141,1
8335,0
11367,0
27352,1
3156,0
10625,0
13559,0
6649,0
1128,0
7905,0
20293,1
26338,1
17275,1
19665,1
27436,1
22769,1
27503,1
7712,0
2813,0
22964,1
25021,1
23980,1
14353,0
14713,1
15137,1
28625,1
24566,1
11242,0
8598,0
11332,0
5157,0
3174,0
24523,1
1695,0
27486,1
10628,0
1346,0
25527,1
5271,0
6908,0
16618,1
9851,0
108,0
9521,0
20361,1
4077,0
3600,0
841,0
22807,1
11852,0
2814,0
309,0
15003,1
702,0
2097,0
16778,1
2417,0
20707,1
5546,0
6453,0
18724,1
6400,0
22962,1
3741,0
24797,1
11221,0
17927,1
25875,1
12953,0
25556,1
3352,0
276,0
23625,1
19044,1
26159,1
28414,1
26671,1
24454,1
9536,0
8362,0
4429,0
18907,1
994,0
24101,1
3937,0
21903,1
7492,0
16609,1
21092,1
7032,0
26104,1
4084,0
7931,0
28084,1
13802,0
24063,1
21625,1
17938,1
20891,1
10111,0
18072,1
1679,0
15244,1
2091,0
22556,1
37,0
16339,1
3537,0
6205,0
4581,0
3435,0
10138,0
24790,1
11172,0
21660,1
12730,0
15366,1
11688,0
26857,1
21840,1
21596,1
11945,0
4752,0
11928,0
24243,1
24082,1
11933,0
14275,0
9149,0
19706,1
25275,1
7898,0
8386,0
852,0
13829,0
11422,0
20085,1
172,0
23758,1
28591,1
6860,0
11124,0
10614,0
28987,1
18968,1
8,0
1661,0
26839,1
24267,1
23471,1
12795,0
6877,0
163,0
4247,0
5633,0
4879,0
12931,0
24551,1
16675,1
9328,0
28952,1
18622,1
28232,1
27428,1
28009,1
9765,0
4996,0
24043,1
11497,0
20689,1
23400,1
2255,0
9875,0
24020,1
28915,1
16186,1
9296,0
9457,0
615,0
29167,1
14114,0
23269,1
29248,1
4196,0
823,0
3209,0
3885,0
11663,0
8464,0
3370,0
670,0
9427,0
23610,1
11397,0
4083,0
8626,0
1085,0
14369,0
2168,0
6352,0
22928,1
9353,0
9408,0
15946,1
2254,0
13452,0
24562,1
3162,0
12929,0
13719,0
9555,0
13595,0
11760,0
28744,1
6251,0
12637,0
19465,1
18577,1
10208,0
23358,1
16166,1
17216,1
7899,0
5167,0
26521,1
3095,0
306,0
1326,0
5756,0
20736,1
23961,1
26112,1
20341,1
11503,0
17916,1
26073,1
21600,1
10665,0
6196,0
19453,1
24685,1
4164,0
23688,1
17695,1
22715,1
10547,0
23852,1
25880,1
21382,1
19289,1
25912,1
10815,0
17465,1
4634,0
3954,0
27438,1
24207,1
18203,1
12996,0
4138,0
1702,0
27354,1
19237,1
23355,1
11950,0
13435,0
22338,1
19750,1
20039,1
1292,0
20457,1
9549,0
357,0
11954,0
5654,0
27523,1
15018,1
5760,0
28210,1
26704,1
18058,1
27708,1
22077,1
17062,1
13903,0
1022,0
15557,1
835,0
18011,1
15809,1
18061,1
24686,1
25407,1
5129,0
15783,1
4,0
366,0
21303,1
25644,1
10579,0
25532,1
29190,1
24907,1
20471,1
23486,1
7163,0
2521,0
597,0
10962,0
20915,1
6697,0
25607,1
18238,1
25531,1
17987,1
27803,1
3503,0
4631,0
11006,0
4205,0
17296,1
13886,0
223,0
2064,0
9337,0
15554,1
11280,0
28017,1
26439,1
6669,0
9937,0
19668,1
26487,1
1493,0
24462,1
2495,0
23296,1
17129,1
7313,0
12032,0
18271,1
9648,0
29179,1
22528,1
24764,1
21933,1
13622,0
16663,1
672,0
7145,0
25293,1
20189,1
28798,1
19977,1
18179,1
23988,1
5822,0
15309,1
9847,0
22011,1
28751,1
28284,1
3055,0
24131,1
23267,1
19030,1
18113,1
17836,1
25572,1
15684,1
5024,0
15293,1
2752,0
28972,1
8503,0
23754,1
13664,0
7136,0
6474,0
28366,1
678,0
24724,1
15195,1
9352,0
5582,0
10550,0
28503,1
17371,1
10370,0
630,0
24315,1
20241,1
18723,1
13760,0
26688,1
272,0
6266,0
6660,0
19872,1
8658,0
28728,1
6664,0
1058,0
27227,1
26290,1
1174,0
23181,1
9468,0
11547,0
18669,1
20169,1
27287,1
21251,1
22369,1
7354,0
1778,0
22654,1
17270,1
7744,0
2751,0
4697,0
2284,0
25576,1
29085,1
24417,1
17507,1
8876,0
22916,1
25184,1
26312,1
27836,1
10694,0
10491,0
12244,0
12178,0
6917,0
20683,1
15471,1
16656,1
6531,0
11700,0
4699,0
7062,0
12142,0
28656,1
26377,1
7093,0
4747,0
28393,1
19240,1
5482,0
10186,0
28629,1
25715,1
23681,1
8080,0
11582,0
21617,1
19535,1
1912,0
28750,1
21274,1
15759,1
15001,1
12104,0
16178,1
5191,0
3405,0
28435,1
17258,1
3046,0
29056,1
10896,0
23418,1
14417,0
6734,0
6699,0
27191,1
26477,1
13863,0
19748,1
11355,0
22710,1
26680,1
2227,0
17209,1
10325,0
10836,0
2799,0
295,0
18654,1
27848,1
21908,1
25553,1
24565,1
28712,1
18961,1
12287,0
7167,0
10277,0
27110,1
3787,0
28703,1
331,0
24596,1
5455,0
18549,1
7750,0
6900,0
25454,1
10011,0
11862,0
2075,0
27916,1
20582,1
9721,0
20896,1
18323,1
26802,1
22535,1
13505,0
11418,0
17139,1
15070,1
13383,0
4306,0
20027,1
28295,1
19587,1
15158,1
2238,0
18260,1
9186,0
18716,1
21291,1
16517,1
24541,1
1753,0
19925,1
23804,1
5300,0
13228,0
9664,0
5170,0
12658,0
24550,1
22708,1
25990,1
7475,0
24802,1
24151,1
26860,1
578,0
22395,1
2141,0
23321,1
7588,0
5174,0
24293,1
13552,0
9607,0
16921,1
17064,1
23215,1
7457,0
1368,0
14073,0
9418,0
14031,0
3944,0
6695,0
17181,1
2534,0
12012,0
22883,1
21791,1
20409,1
21929,1
19558,1
26529,1
8908,0
13470,0
1974,0
2311,0
27764,1
16770,1
15466,1
9428,0
9997,0
28345,1
23731,1
11442,0
4170,0
7784,0
22323,1
13710,0
9081,0
25089,1
4965,0
6570,0
20646,1
10561,0
28670,1
26990,1
1336,0
2065,0
9749,0
5762,0
8359,0
9507,0
13608,0
17572,1
7688,0
11826,0
27478,1
12317,0
24187,1
27914,1
26229,1
1650,0
6948,0
22990,1
12892,0
21208,1
19175,1
8683,0
14983,1
20541,1
2272,0
8694,0
16391,1
10818,0
12774,0
13942,0
14612,0
24363,1
596,0
7092,0
2175,0
17670,1
25518,1
16183,1
27750,1
12250,0
4815,0
17454,1
26649,1
25545,1
13369,0
11331,0
18158,1
6826,0
19368,1
19942,1
1364,0
29229,1
25814,1
21079,1
1046,0
10365,0
3660,0
23185,1
10425,0
9560,0
15923,1
2025,0
18027,1
1564,0
16595,1
24309,1
12044,0
1736,0
13915,0
13512,0
13432,0
11703,0
11285,0
15372,1
3828,0
2980,0
4798,0
1872,0
4727,0
7918,0
190,0
11915,0
12553,0
380,0
12856,0
2142,0
3499,0
22107,1
26010,1
7814,0
11753,0
1275,0
12409,0
6715,0
22944,1
22680,1
15748,1
18756,1
11292,0
20078,1
12536,0
16078,1
10533,0
21204,1
17688,1
15251,1
23793,1
23772,1
23057,1
25106,1
5976,0
8439,0
17358,1
15893,1
20907,1
7241,0
10729,0
1461,0
943,0
11972,0
9479,0
25800,1
10184,0
14960,1
24441,1
26424,1
12478,0
26205,1
18041,1
13367,0
17287,1
15362,1
14967,1
19066,1
11228,0
11336,0
23240,1
19315,1
25040,1
12855,0
14081,0
20949,1
2077,0
4132,0
2818,0
20406,1
27097,1
19941,1
14074,0
1645,0
10003,0
5247,0
13280,0
10131,0
17175,1
7743,0
23817,1
619,0
4146,0
20449,1
26605,1
8618,0
17923,1
14317,0
18649,1
2053,0
6464,0
22218,1
2072,0
28792,1
2626,0
5528,0
19102,1
28499,1
9155,0
24674,1
25079,1
6891,0
1371,0
22530,1
6817,0
14340,0
175,0
22628,1
6178,0
21648,1
9286,0
14511,0
28770,1
1065,0
29193,1
23697,1
24217,1
8126,0
820,0
15415,1
24329,1
24866,1
29205,1
18070,1
16482,1
1628,0
26766,1
5,0
25456,1
27456,1
22432,1
21534,1
12397,0
22334,1
1424,0
27716,1
8861,0
27430,1
17826,1
24580,1
25950,1
7438,0
4542,0
24700,1
13377,0
23140,1
3769,0
15454,1
15821,1
28342,1
8940,0
16373,1
16547,1
29299,1
20311,1
10357,0
19529,1
5838,0
15789,1
9933,0
11916,0
7485,0
23213,1
25537,1
5693,0
17910,1
24547,1
5631,0
13348,0
4254,0
14845,1
24968,1
13164,0
18539,1
6803,0
25662,1
27769,1
1021,0
2225,0
24782,1
28826,1
6054,0
17060,1
27086,1
10007,0
2220,0
26059,1
1573,0
27395,1
1914,0
6263,0
3776,0
28989,1
17214,1
12395,0
4665,0
7986,0
13277,0
23830,1
15134,1
6459,0
26620,1
593,0
16424,1
4185,0
16123,1
20093,1
18324,1
14174,0
436,0
8929,0
7372,0
9890,0
25363,1
12620,0
26048,1
15103,1
20932,1
26830,1
15475,1
8155,0
20530,1
5554,0
786,0
10459,0
27825,1
1432,0
6672,0
21335,1
27806,1
26894,1
12505,0
27719,1
17473,1
21528,1
28839,1
18872,1
17312,1
24974,1
20188,1
14141,0
668,0
27710,1
4771,0
4137,0
25007,1
6264,0
2975,0
13854,0
22698,1
12838,0
26613,1
28557,1
865,0
17131,1
1334,0
26928,1
7086,0
10553,0
7728,0
23158,1
25592,1
27426,1
2214,0
27773,1
17611,1
12783,0
6574,0
25035,1
27332,1
7698,0
7036,0
16783,1
22010,1
12483,0
5224,0
7402,0
7298,0
27444,1
517,0
27421,1
28315,1
9923,0
9146,0
17817,1
19641,1
15559,1
29018,1
20069,1
17301,1
27636,1
21060,1
18224,1
4022,0
13996,0
28356,1
26433,1
20267,1
4538,0
18726,1
2554,0
25654,1
14055,0
7849,0
6479,0
16287,1
7834,0
11237,0
254,0
20758,1
5119,0
6332,0
288,0
19018,1
6944,0
1601,0
22782,1
4764,0
9869,0
26000,1
9794,0
20133,1
3731,0
11253,0
20990,1
7220,0
15474,1
5706,0
8258,0
16046,1
20911,1
17647,1
1362,0
11609,0
11347,0
235,0
16241,1
5372,0
12711,0
13378,0
23154,1
818,0
27168,1
21787,1
11520,0
5997,0
27835,1
10288,0
3279,0
17076,1
23093,1
25784,1
6537,0
308,0
23283,1
13227,0
21267,1
2335,0
24114,1
19040,1
17800,1
27336,1
16197,1
23709,1
21916,1
21252,1
27611,1
25424,1
6088,0
26769,1
674,0
24173,1
1898,0
10427,0
21404,1
23245,1
24039,1
5619,0
13034,0
6031,0
16758,1
22429,1
13276,0
29281,1
15782,1
4114,0
15983,1
7652,0
15722,1
26332,1
4555,0
15686,1
8750,0
17598,1
581,0
11756,0
9826,0
28778,1
24842,1
19571,1
6275,0
2850,0
24501,1
17762,1
25690,1
290,0
7191,0
19029,1
20905,1
5771,0
15817,1
5267,0
15266,1
12484,0
7346,0
25225,1
19205,1
13667,0
16743,1
20251,1
9082,0
11602,0
230,0
25236,1
5470,0
8037,0
22820,1
2182,0
28619,1
7040,0
29254,1
26453,1
19456,1
15550,1
14797,1
10038,0
19454,1
3176,0
22598,1
18381,1
24840,1
20099,1
24961,1
18812,1
7566,0
27462,1
3919,0
9135,0
24716,1
23796,1
21429,1
28660,1
10386,0
7516,0
1084,0
15985,1
17376,1
8056,0
13229,0
8661,0
839,0
8893,0
384,0
28487,1
28930,1
21281,1
2607,0
23620,1
2007,0
2189,0
9306,0
16288,1
26168,1
26918,1
22926,1
25547,1
17246,1
29250,1
1297,0
1017,0
12151,0
23037,1
12675,0
11978,0
17354,1
14589,0
16315,1
18167,1
20577,1
17753,1
1140,0
12504,0
21145,1
29104,1
20135,1
26351,1
26269,1
4314,0
10331,0
4987,0
12292,0
19581,1
2651,0
8756,0
12558,0
24720,1
16676,1
27042,1
22505,1
18965,1
5644,0
8665,0
24381,1
18389,1
28406,1
12170,0
13734,0
6304,0
9045,0
16035,1
16513,1
8214,0
20195,1
13273,0
4342,0
15524,1
21751,1
1151,0
4813,0
7890,0
20425,1
1190,0
10953,0
22233,1
11890,0
29113,1
3771,0
19966,1
14628,0
7937,0
23312,1
24593,1
10032,0
12242,0
28775,1
8114,0
20010,1
24162,1
4177,0
16341,1
21718,1
6709,0
10218,0
7747,0
24308,1
8251,0
6292,0
3207,0
1348,0
10380,0
4439,0
25555,1
196,0
24746,1
6426,0
27630,1
14284,0
25581,1
8726,0
2117,0
4653,0
13911,0
8500,0
11459,0
21659,1
22410,1
21775,1
24954,1
9095,0
4052,0
1654,0
15208,1
14934,1
9032,0
13261,0
5924,0
18351,1
25665,1
13616,0
8872,0
18283,1
2355,0
27538,1
1516,0
18588,1
11287,0
24581,1
12468,0
15430,1
20337,1
22160,1
17241,1
6968,0
20028,1
10137,0
9090,0
12370,0
17686,1
26682,1
27651,1
14539,0
21619,1
10006,0
6583,0
24574,1
11552,0
11004,0
18384,1
11631,0
21256,1
28830,1
15364,1
1867,0
21065,1
13700,0
863,0
27756,1
15098,1
5124,0
9263,0
1318,0
17335,1
20572,1
6677,0
27228,1
3232,0
22492,1
13984,0
3114,0
20076,1
27537,1
10118,0
11879,0
24413,1
5507,0
25163,1
4031,0
21453,1
25124,1
22875,1
4809,0
9802,0
22538,1
1945,0
8396,0
23423,1
28652,1
15575,1
19424,1
14293,0
23177,1
19952,1
23173,1
26892,1
117,0
3327,0
16936,1
23865,1
8452,0
3350,0
16855,1
16071,1
3208,0
22789,1
3002,0
4160,0
6919,0
21932,1
5278,0
10175,0
16390,1
15811,1
18562,1
15579,1
12303,0
5692,0
8371,0
58,0
6809,0
16440,1
5126,0
21907,1
22242,1
14137,0
22666,1
12425,0
7010,0
21242,1
27921,1
23464,1
9727,0
5291,0
19894,1
22711,1
11067,0
22795,1
14908,1
15770,1
1379,0
6909,0
3146,0
9815,0
14753,1
21967,1
23996,1
14927,1
10912,0
4726,0
17992,1
22751,1
28984,1
24897,1
18305,1
16584,1
23611,1
13184,0
23991,1
20319,1
8044,0
28484,1
24708,1
19803,1
5147,0
9919,0
19636,1
19422,1
26994,1
29024,1
4920,0
15906,1
24655,1
23172,1
16945,1
28774,1
6855,0
14472,0
27242,1
20350,1
10235,0
19293,1
10751,0
6868,0
4063,0
26737,1
26326,1
3065,0
19080,1
12077,0
12914,0
996,0
13500,0
7957,0
3744,0
19137,1
24853,1
29094,1
26939,1
14056,0
325,0
27007,1
2085,0
6846,0
5776,0
3696,0
27211,1
20253,1
6284,0
26091,1
1153,0
23331,1
24489,1
18482,1
8590,0
28694,1
16950,1
15603,1
7827,0
22450,1
19254,1
16742,1
4417,0
14121,0
18398,1
7480,0
27379,1
18118,1
27625,1
28012,1
25066,1
19271,1
9770,0
5376,0
19097,1
23339,1
23606,1
21104,1
17562,1
15097,1
4821,0
8571,0
22053,1
2916,0
11388,0
24395,1
24621,1
22197,1
3117,0
10085,0
16236,1
1944,0
27641,1
21069,1
27597,1
2513,0
10039,0
27411,1
25996,1
26945,1
24,0
14783,1
7718,0
11752,0
4486,0
18208,1
8815,0
3415,0
8040,0
24738,1
25701,1
19461,1
18516,1
27910,1
8236,0
10026,0
13679,0
16608,1
18702,1
726,0
7607,0
10241,0
6450,0
12614,0
21623,1
888,0
5814,0
9168,0
23085,1
29285,1
8530,0
5434,0
16177,1
2420,0
9503,0
10523,0
18373,1
2802,0
5569,0
5033,0
17804,1
1240,0
11264,0
15412,1
18944,1
15380,1
12612,0
4411,0
17451,1
28187,1
11360,0
29245,1
4725,0
8183,0
17032,1
18220,1
12123,0
18463,1
10344,0
16887,1
24779,1
24945,1
24481,1
19234,1
23120,1
